"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"256630","포인트엔지니어링",1735,-22,-1.25,14,123.93,NA,NA,1367,1.27,10,0.58
"331380","포커스에이치엔에스",2465,10,0.41,143,17.24,303,8.13,1096,2.25,30,1.22
"234100","폴라리스세원",1853,-16,-0.86,47,39.43,NA,NA,2807,0.66,0,0
"041020","폴라리스오피스",4830,-170,-3.4,295,16.37,NA,NA,1338,3.61,0,0
"114630","폴라리스우노",732,-5,-0.68,67,10.93,NA,NA,1470,0.5,0,0
"290720","푸드나무",8440,-130,-1.52,NA,NA,NA,NA,3672,2.3,100,1.18
"005670","푸드웰",5010,-70,-1.38,452,11.08,NA,NA,9493,0.53,90,1.8
"094940","푸른기술",8610,-140,-1.6,24,358.75,NA,NA,4150,2.07,20,0.23
"007330","푸른저축은행",9020,-100,-1.1,1688,5.34,NA,NA,26018,0.35,650,7.21
"017810","풀무원",11160,270,2.48,NA,NA,929,12.01,11212,1,102,0.91
"093380","풍강",3985,0,0,444,8.98,NA,NA,7221,0.55,130,3.26
"023900","풍국주정",11800,-200,-1.67,273,43.22,NA,NA,11716,1.01,60,0.51
"103140","풍산",36800,-250,-0.67,6395,5.75,7021,5.24,67365,0.55,1000,2.72
"005810","풍산홀딩스",33600,-750,-2.18,7614,4.41,NA,NA,99583,0.34,1300,3.87
"371950","풍원정밀",8120,20,0.25,317,25.62,NA,NA,3790,2.14,0,0
"370090","퓨런티어",31150,-600,-1.89,256,121.68,1707,18.24,4827,6.45,0,0
"220100","퓨쳐켐",12350,210,1.73,NA,NA,NA,NA,3174,3.89,0,0
"035200","프럼파스트",3635,-65,-1.76,156,23.3,NA,NA,4351,0.84,50,1.38
"334970","프레스티지바이오로직스",4675,-105,-2.2,NA,NA,NA,NA,1925,2.43,0,0
"321260","프로이천",3715,85,2.34,164,22.65,NA,NA,1158,3.21,20,0.54
"303360","프로테옴텍",3685,-40,-1.07,112,32.9,NA,NA,1424,2.59,0,0
"053610","프로텍",46100,-3000,-6.11,4626,9.97,NA,NA,30100,1.53,500,1.08
"377220","프롬바이오",7420,-190,-2.5,229,32.4,NA,NA,6214,1.19,0,0
"335810","프리시젼바이오",6500,-250,-3.7,NA,NA,NA,NA,2879,2.26,0,0
"053160","프리엠스",8030,-110,-1.35,247,32.51,NA,NA,10692,0.75,50,0.62
"405000","플라즈맵",5330,-110,-2.02,NA,NA,NA,NA,529,10.08,0,0
"041590","플래스크",1044,-10,-0.95,NA,NA,NA,NA,555,1.88,0,0
"367000","플래티어",10570,-110,-1.03,479,22.07,NA,NA,5752,1.84,0,0
"075130","플랜티넷",2385,-40,-1.65,NA,NA,NA,NA,4387,0.54,100,4.19
"009810","플레이그램",618,20,3.34,14,44.14,NA,NA,685,0.9,0,0
"237820","플레이디",4950,-60,-1.2,386,12.82,NA,NA,6161,0.8,0,0
"023770","플레이위드",6500,-80,-1.22,NA,NA,NA,NA,3213,2.02,0,0
"300080","플리토",31250,-300,-0.95,NA,NA,NA,NA,2305,13.56,0,0
"032580","피델릭스",1713,-73,-4.09,249,6.88,NA,NA,1482,1.16,0,0
"051380","피씨디렉트",6980,-100,-1.41,NA,NA,NA,NA,5845,1.19,300,4.3
"241820","피씨엘",3600,-60,-1.64,NA,NA,NA,NA,786,4.58,0,0
"237750","피앤씨테크",5680,-40,-0.7,453,12.54,NA,NA,10577,0.54,0,0
"319660","피에스케이",20150,-350,-1.71,2665,7.56,1968,10.24,12197,1.65,400,1.99
"031980","피에스케이홀딩스",24450,-1200,-4.68,1982,12.34,NA,NA,13849,1.77,500,2.04
"002230","피에스텍",4065,-55,-1.33,NA,NA,NA,NA,7706,0.53,200,4.92
"057880","피에이치씨",1740,0,0,NA,NA,NA,NA,160,10.88,0,0
"043370","피에이치에이",9370,-10,-0.11,1376,6.81,2745,3.41,32776,0.29,200,2.13
"239890","피엔에이치테크",21850,50,0.23,822,26.58,1153,18.95,3090,7.07,0,0
"347740","피엔케이피부임상연구센타",2940,-25,-0.84,239,12.3,NA,NA,2359,1.25,35,1.19
"137400","피엔티",67500,-2100,-3.02,2704,24.96,4811,14.03,10866,6.21,100,0.15
"147760","피엠티",5420,20,0.37,NA,NA,NA,NA,4896,1.11,0,0
"128660","피제이메탈",3795,-65,-1.68,233,16.29,NA,NA,2462,1.54,135,3.56
"006140","피제이전자",6650,-100,-1.48,468,14.21,NA,NA,8116,0.82,100,1.5
"376180","피코그램",5820,40,0.69,176,33.07,NA,NA,1716,3.39,0,0
"304840","피플바이오",7320,-410,-5.3,NA,NA,NA,NA,317,23.09,0,0
"062970","피피아이",2395,0,0,54,44.35,NA,NA,513,4.67,0,0
"087600","픽셀플러스",6750,-160,-2.32,39,173.08,NA,NA,13297,0.51,50,0.74
"291810","핀텔",6010,-20,-0.33,NA,NA,NA,NA,1915,3.14,0,0
"378340","필에너지",65100,-4800,-6.87,496,131.25,NA,NA,3273,19.89,0,0
"161580","필옵틱스",11850,-460,-3.74,82,144.51,783,15.13,4402,2.69,35,0.3
"347770","핌스",4280,-120,-2.73,82,52.2,NA,NA,2476,1.73,0,0
"163730","핑거",9790,-160,-1.61,189,51.8,NA,NA,4881,2.01,100,1.02
"417180","핑거스토리",3815,-30,-0.78,NA,NA,NA,NA,1083,3.52,0,0
"446750","하나26호스팩",2075,10,0.48,NA,NA,NA,NA,NA,NA,0,0
"448370","하나27호스팩",2150,0,0,NA,NA,NA,NA,NA,NA,0,0
"454750","하나28호스팩",2010,0,0,NA,NA,NA,NA,NA,NA,0,0
"454640","하나29호스팩",2065,0,0,NA,NA,NA,NA,NA,NA,0,0
"406760","하나금융21호스팩",2090,-30,-1.42,NA,NA,NA,NA,NA,NA,0,0
"418170","하나금융22호스팩",2145,-10,-0.46,NA,NA,NA,NA,NA,NA,0,0
"427950","하나금융23호스팩",2360,0,0,NA,NA,NA,NA,NA,NA,0,0
"430230","하나금융24호스팩",2135,10,0.47,NA,NA,NA,NA,NA,NA,0,0
"435620","하나금융25호스팩",9760,0,0,NA,NA,NA,NA,NA,NA,0,0
"086790","하나금융지주",43250,-150,-0.35,11803,3.66,12959,3.34,124935,0.35,3350,7.75
"299030","하나기술",114600,-4400,-3.7,208,550.96,3546,32.32,9997,11.46,0,0
"067310","하나마이크론",28000,50,0.18,66,424.24,1716,16.31,5511,5.08,50,0.18
"372290","하나머스트7호스팩",2405,0,0,NA,NA,NA,NA,NA,NA,0,0
"166090","하나머티리얼즈",51600,300,0.58,4105,12.57,3687,13.99,15244,3.38,600,1.16
"293480","하나제약",14430,-80,-0.55,1405,10.27,NA,NA,15515,0.93,510,3.53
"039130","하나투어",48250,-450,-0.92,NA,NA,3002,16.07,7960,6.06,0,0
"136480","하림",2820,-40,-1.4,47,60,NA,NA,2828,1,20,0.71
"003380","하림지주",7130,-70,-0.97,2736,2.61,NA,NA,29169,0.24,120,1.68
"101670","하이드로리튬",15700,-100,-0.63,NA,NA,NA,NA,2675,5.87,0,0
"365590","하이딥",2370,-65,-2.67,NA,NA,64,36.89,133,17.82,0,0
"149980","하이로닉",10910,-230,-2.06,213,51.22,965,11.31,4375,2.49,0,0
"013030","하이록코리아",28300,1250,4.62,2633,10.75,3854,7.34,29337,0.96,600,2.12
"352820","하이브",245000,3500,1.45,1265,193.68,6807,35.99,66995,3.66,0,0
"126700","하이비젼시스템",19390,-260,-1.32,1764,10.99,3085,6.28,15075,1.29,120,0.62
"106080","하이소닉",8000,-10,-0.12,61,131.15,NA,NA,1109,7.21,0,0
"071090","하이스틸",4020,-120,-2.9,574,7,NA,NA,7380,0.54,20,0.5
"377400","하이제6호스팩",2270,0,0,NA,NA,NA,NA,NA,NA,0,0
"400840","하이제7호스팩",2100,15,0.72,NA,NA,NA,NA,NA,NA,0,0
"450050","하이제8호스팩",2055,0,0,NA,NA,NA,NA,NA,NA,0,0
"221840","하이즈항공",3285,15,0.46,NA,NA,NA,NA,3108,1.06,0,0
"106190","하이텍팜",15660,120,0.77,828,18.91,NA,NA,14098,1.11,70,0.45
"019490","하이트론",2470,0,0,NA,NA,NA,NA,1353,1.83,0,0
"000080","하이트진로",20150,-100,-0.49,1250,16.12,1141,17.66,16906,1.19,950,4.71
"000087","하이트진로2우B",15110,10,0.07,NA,NA,NA,NA,NA,NA,1000,6.62
"000140","하이트진로홀딩스",8640,-10,-0.12,1427,6.05,NA,NA,26118,0.33,500,5.79
"000145","하이트진로홀딩스우",12110,-330,-2.65,NA,NA,NA,NA,NA,NA,550,4.54
"373200","하인크코리아",6230,-130,-2.04,NA,NA,NA,NA,767,8.12,50,0.8
"066130","하츠",5080,10,0.2,383,13.26,NA,NA,8100,0.63,70,1.38
"004590","한국가구",4285,-20,-0.46,786,5.45,NA,NA,11011,0.39,175,4.08
"036460","한국가스공사",25000,50,0.2,17317,1.44,6235,4.01,118693,0.21,0,0
"039340","한국경제TV",6580,-100,-1.5,649,10.14,NA,NA,7903,0.83,160,2.43
"005430","한국공항",40900,-450,-1.09,1888,21.66,NA,NA,110940,0.37,0,0
"071050","한국금융지주",57500,1100,1.95,10900,5.28,14214,4.05,145614,0.39,2300,4
"071055","한국금융지주우",43200,350,0.82,NA,NA,NA,NA,NA,NA,2362,5.47
"034950","한국기업평가",79000,100,0.13,4582,17.24,NA,NA,25180,3.14,5100,6.46
"010040","한국내화",3180,0,0,23,138.26,NA,NA,6218,0.51,45,1.42
"025540","한국단자",52900,-600,-1.12,4723,11.2,NA,NA,84382,0.63,700,1.32
"222980","한국맥널티",4750,-50,-1.04,NA,NA,NA,NA,3401,1.4,0,0
"010100","한국무브넥스",7050,580,8.96,1095,6.44,NA,NA,9592,0.73,70,0.99
"256840","한국비엔씨",4010,-110,-2.67,NA,NA,NA,NA,2786,1.44,0,0
"004090","한국석유",11600,-330,-2.77,906,12.8,NA,NA,13490,0.86,110,0.95
"025550","한국선재",4200,75,1.82,613,6.85,NA,NA,5086,0.83,100,2.38
"002200","한국수출포장",2955,-20,-0.67,531,5.56,NA,NA,7340,0.4,80,2.71
"002960","한국쉘석유",231500,-500,-0.22,20555,11.26,NA,NA,86889,2.66,18000,7.78
"017890","한국알콜",12360,-90,-0.72,1474,8.39,NA,NA,21988,0.56,50,0.4
"000240","한국앤컴퍼니",11310,0,0,1749,6.47,2436,4.64,40622,0.28,650,5.75
"080720","한국유니온제약",4920,-15,-0.3,NA,NA,NA,NA,6733,0.73,0,0
"123890","한국자산신탁",3165,25,0.8,885,3.58,888,3.56,7620,0.42,220,6.95
"015760","한국전력",18060,30,0.17,NA,NA,NA,NA,63158,0.29,0,0
"063570","한국전자금융",6090,-40,-0.65,282,21.6,501,12.16,5747,1.06,110,1.81
"041460","한국전자인증",4350,-205,-4.5,185,23.51,NA,NA,2469,1.76,70,1.61
"006200","한국전자홀딩스",1009,-12,-1.18,369,2.73,NA,NA,3242,0.31,50,4.96
"101680","한국정밀기계",2955,-60,-1.99,61,48.44,NA,NA,5835,0.51,0,0
"039740","한국정보공학",3085,-65,-2.06,417,7.4,NA,NA,5496,0.56,0,0
"053300","한국정보인증",4945,-65,-1.3,153,32.32,NA,NA,4250,1.16,120,2.43
"025770","한국정보통신",9220,-150,-1.6,604,15.26,NA,NA,6792,1.36,0,0
"436610","한국제11호스팩",2045,0,0,NA,NA,NA,NA,NA,NA,0,0
"458610","한국제12호스팩",2060,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"027970","한국제지",1298,15,1.17,39,33.28,NA,NA,1760,0.74,0,0
"023350","한국종합기술",6390,220,3.57,365,17.51,NA,NA,14302,0.45,100,1.56
"025890","한국주강",2885,30,1.05,154,18.73,NA,NA,2671,1.08,0,0
"000970","한국주철관",6730,0,0,559,12.04,NA,NA,15912,0.42,400,5.94
"104700","한국철강",6180,170,2.83,2055,3.01,1961,3.15,20372,0.3,300,4.85
"017960","한국카본",13020,-140,-1.06,471,27.64,1137,11.45,9394,1.39,130,1
"023760","한국캐피탈",573,1,0.17,200,2.87,NA,NA,1461,0.39,28,4.89
"054040","한국컴퓨터",4970,35,0.71,1102,4.51,NA,NA,8505,0.58,250,5.03
"161890","한국콜마",53000,600,1.15,NA,NA,4236,12.51,29024,1.83,500,0.94
"024720","한국콜마홀딩스",13940,-250,-1.76,NA,NA,NA,NA,33447,0.42,300,2.15
"021650","한국큐빅",3070,-20,-0.65,402,7.64,NA,NA,4914,0.62,60,1.95
"161390","한국타이어앤테크놀로지",39500,-100,-0.25,5658,6.98,6092,6.48,72196,0.55,800,2.03
"053590","한국테크놀로지",334,0,0,NA,NA,NA,NA,285,1.17,0,0
"034830","한국토지신탁",1229,2,0.16,106,11.59,NA,NA,4503,0.27,90,7.32
"007280","한국특강",1960,0,0,687,2.85,NA,NA,3322,0.59,0,0
"032300","한국파마",17050,-300,-1.73,NA,NA,NA,NA,5484,3.11,50,0.29
"037230","한국팩키지",2195,-10,-0.45,NA,NA,NA,NA,2250,0.98,35,1.59
"047810","한국항공우주",49200,-700,-1.4,1215,40.49,2332,21.1,14648,3.36,250,0.51
"123690","한국화장품",10830,-540,-4.75,37,292.7,NA,NA,1409,7.69,0,0
"003350","한국화장품제조",28600,-1150,-3.87,1113,25.7,NA,NA,13033,2.19,100,0.35
"030520","한글과컴퓨터",13900,-450,-3.14,1969,7.06,1819,7.64,13442,1.03,0,0
"052600","한네트",4905,-40,-0.81,170,28.85,NA,NA,3096,1.58,150,3.06
"011500","한농화성",13560,-310,-2.24,561,24.17,NA,NA,9977,1.36,120,0.88
"002390","한독",13200,-190,-1.42,776,17.01,NA,NA,27596,0.48,400,3.03
"256150","한독크린텍",7740,-90,-1.15,621,12.46,NA,NA,6678,1.16,250,3.23
"092460","한라IMS",5850,-80,-1.35,470,12.45,1190,4.92,5683,1.03,100,1.71
"053690","한미글로벌",27800,1650,6.31,2449,11.35,NA,NA,17414,1.6,550,1.98
"042700","한미반도체",49550,-750,-1.49,939,52.77,1387,35.73,4008,12.36,200,0.4
"008930","한미사이언스",34400,-250,-0.72,1010,34.06,NA,NA,10673,3.22,200,0.58
"128940","한미약품",309000,4500,1.48,6648,46.48,10184,30.34,70131,4.41,500,0.16
"047080","한빛소프트",2225,-50,-2.2,82,27.13,NA,NA,774,2.87,0,0
"009240","한샘",57900,1500,2.66,NA,NA,933,62.04,28093,2.06,800,1.38
"020000","한섬",19730,0,0,5599,3.52,4545,4.34,60819,0.32,750,3.8
"003680","한성기업",5060,-100,-1.94,250,20.24,NA,NA,9257,0.55,0,0
"105630","한세실업",20750,-250,-1.19,2182,9.51,3065,6.77,13687,1.52,500,2.41
"069640","한세엠케이",2505,-10,-0.4,NA,NA,NA,NA,1408,1.78,0,0
"016450","한세예스24홀딩스",4615,-50,-1.07,543,8.5,1766,2.61,10535,0.44,250,5.42
"010420","한솔PNS",1438,-2,-0.14,92,15.63,NA,NA,2311,0.62,25,1.74
"009180","한솔로지스틱스",2460,-30,-1.2,882,2.79,NA,NA,3726,0.66,70,2.85
"114810","한솔아이원스",9120,-100,-1.08,1086,8.4,NA,NA,5429,1.68,0,0
"070590","한솔인티큐브",1914,-91,-4.54,NA,NA,NA,NA,1605,1.19,0,0
"213500","한솔제지",10780,10,0.09,3104,3.47,3136,3.44,31224,0.35,700,6.49
"014680","한솔케미칼",177400,1800,1.03,14099,12.58,12196,14.55,70184,2.53,2100,1.18
"004710","한솔테크닉스",6590,30,0.46,468,14.08,NA,NA,9749,0.68,100,1.52
"004150","한솔홀딩스",2835,-5,-0.18,1144,2.48,NA,NA,13522,0.21,120,4.23
"025750","한솔홈데코",935,-5,-0.53,NA,NA,NA,NA,1903,0.49,0,0
"226440","한송네오텍",1530,0,0,NA,NA,NA,NA,391,3.91,0,0
"042520","한스바이오메드",19460,-230,-1.17,624,31.19,NA,NA,4732,4.11,0,0
"004960","한신공영",7600,30,0.4,3928,1.93,NA,NA,63050,0.12,300,3.95
"011700","한신기계",5440,180,3.42,NA,NA,NA,NA,2861,1.9,10,0.18
"078350","한양디지텍",13750,240,1.78,2492,5.52,NA,NA,8129,1.69,0,0
"045100","한양이엔지",15490,-140,-0.9,4044,3.83,NA,NA,27595,0.56,600,3.87
"001750","한양증권",9560,0,0,1858,5.15,NA,NA,36091,0.26,800,8.37
"001755","한양증권우",12340,30,0.24,NA,NA,NA,NA,NA,NA,850,6.89
"018880","한온시스템",9130,150,1.67,38,240.26,641,14.24,4190,2.18,360,3.94
"009420","한올바이오파마",28300,150,0.53,5,5660,339,83.45,3319,8.53,0,0
"014130","한익스프레스",5450,-70,-1.27,581,9.38,NA,NA,8649,0.63,130,2.39
"024740","한일단조",2360,-70,-2.88,232,10.17,NA,NA,3587,0.66,0,0
"005860","한일사료",5070,-40,-0.78,NA,NA,NA,NA,1371,3.7,0,0
"300720","한일시멘트",12540,-390,-3.02,1138,11.02,1444,8.69,20910,0.6,580,4.63
"123840","한일진공",346,-3,-0.86,NA,NA,NA,NA,473,0.73,0,0
"002220","한일철강",2925,-50,-1.68,NA,NA,NA,NA,7065,0.41,30,1.03
"006390","한일현대시멘트",16610,-30,-0.18,1971,8.43,1811,9.17,18827,0.88,600,3.61
"003300","한일홀딩스",11070,10,0.09,2904,3.81,NA,NA,46069,0.24,800,7.23
"007770","한일화학",18850,-430,-2.23,1237,15.24,NA,NA,33661,0.56,100,0.53
"051600","한전KPS",34050,1100,3.34,2226,15.3,3190,10.68,27016,1.26,1305,3.83
"052690","한전기술",65700,3100,4.95,472,139.19,1198,54.83,14284,4.6,283,0.43
"130660","한전산업",8250,200,2.48,499,16.53,NA,NA,2947,2.8,228,2.76
"198940","한주라이트메탈",4625,65,1.43,6,770.83,NA,NA,2596,1.78,0,0
"002320","한진",21100,150,0.72,3290,6.41,2760,7.65,96471,0.22,600,2.84
"003480","한진중공업홀딩스",3480,-5,-0.14,563,6.18,NA,NA,13021,0.27,100,2.87
"180640","한진칼",41450,-1000,-2.36,10143,4.09,NA,NA,37047,1.12,170,0.41
"18064K","한진칼우",24700,-250,-1,NA,NA,NA,NA,NA,NA,195,0.79
"005110","한창",325,-13,-3.85,NA,NA,NA,NA,275,1.18,0,0
"079170","한창산업",9240,-240,-2.53,1184,7.8,NA,NA,11955,0.77,200,2.16
"009460","한창제지",987,-4,-0.4,21,47,NA,NA,1851,0.53,20,2.03
"372910","한컴라이프케어",4975,-55,-1.09,333,14.94,NA,NA,4596,1.08,0,0
"054920","한컴위드",3300,-170,-4.9,274,12.04,NA,NA,5681,0.58,0,0
"002680","한탑",1316,-34,-2.52,NA,NA,NA,NA,1748,0.75,0,0
"000880","한화",25250,-50,-0.2,14169,1.78,13119,1.92,70822,0.36,750,2.97
"00088K","한화3우B",13800,20,0.15,NA,NA,NA,NA,NA,NA,800,5.8
"452260","한화갤러리아",1217,-15,-1.22,NA,NA,NA,NA,NA,NA,0,0
"45226K","한화갤러리아우",4085,-95,-2.27,NA,NA,NA,NA,NA,NA,0,0
"088350","한화생명",3045,-15,-0.49,855,3.56,978,3.11,9020,0.34,0,0
"000370","한화손해보험",4475,75,1.7,1856,2.41,2500,1.79,1426,3.14,0,0
"009830","한화솔루션",32000,-550,-1.69,1873,17.08,3050,10.49,47292,0.68,0,0
"009835","한화솔루션우",24000,-50,-0.21,NA,NA,NA,NA,NA,NA,0,0
"272210","한화시스템",12550,-350,-2.71,NA,NA,759,16.54,10697,1.17,250,1.99
"012450","한화에어로스페이스",109300,-1700,-1.53,3964,27.57,11262,9.71,56612,1.93,1000,0.91
"042660","한화오션",34750,-550,-1.56,NA,NA,847,41.01,6945,5,0,0
"000885","한화우",31300,-200,-0.63,NA,NA,NA,NA,NA,NA,800,2.56
"003530","한화투자증권",2505,-35,-1.38,NA,NA,NA,NA,7273,0.34,0,0
"003535","한화투자증권우",4200,-180,-4.11,NA,NA,NA,NA,NA,NA,0,0
"386580","한화플러스제2호스팩",2180,0,0,NA,NA,NA,NA,NA,NA,0,0
"430460","한화플러스제3호스팩",2075,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"455310","한화플러스제4호스팩",1990,-3,-0.15,NA,NA,NA,NA,NA,NA,0,0
"195870","해성디에스",63000,200,0.32,9376,6.72,7624,8.26,26311,2.39,900,1.43
"034810","해성산업",8150,-100,-1.21,961,8.48,NA,NA,30189,0.27,225,2.76
"03481K","해성산업1우",9240,-30,-0.32,NA,NA,NA,NA,NA,NA,230,2.49
"076610","해성옵틱스",431,5,1.17,NA,NA,NA,NA,312,1.38,0,0
"059270","해성티피씨",6940,-160,-2.25,NA,NA,NA,NA,4230,1.64,0,0
"101530","해태제과식품",5510,30,0.55,NA,NA,NA,NA,9537,0.58,200,3.63
"220180","핸디소프트",3200,55,1.75,54,59.26,NA,NA,3291,0.97,0,0
"143210","핸즈코퍼레이션",3240,-25,-0.77,NA,NA,NA,NA,9053,0.36,0,0
"214180","헥토이노베이션",14410,60,0.42,2409,5.98,2455,5.87,10867,1.33,420,2.91
"234340","헥토파이낸셜",16800,-20,-0.12,1380,12.17,1776,9.46,15915,1.06,500,2.98
"084990","헬릭스미스",4735,-105,-2.17,NA,NA,NA,NA,5338,0.89,0,0
"000720","현대건설",37450,150,0.4,3637,10.3,5172,7.24,69028,0.54,600,1.6
"000725","현대건설우",56600,-700,-1.22,NA,NA,NA,NA,NA,NA,650,1.15
"170030","현대공업",7320,-140,-1.88,753,9.72,NA,NA,9031,0.81,166,2.27
"453340","현대그린푸드",11590,200,1.76,NA,NA,2589,4.48,NA,NA,0,0
"086280","현대글로비스",180500,3600,2.04,31729,5.69,32735,5.51,183094,0.99,5700,3.16
"064350","현대로템",29550,-350,-1.17,1812,16.31,2137,13.83,13930,2.12,0,0
"079430","현대리바트",8600,-50,-0.58,NA,NA,638,13.48,21802,0.39,0,0
"012330","현대모비스",237000,2000,0.85,27163,8.73,39614,5.98,410816,0.58,4000,1.69
"319400","현대무벡스",3435,-65,-1.86,83,41.39,72,47.92,1344,2.56,30,0.87
"010620","현대미포조선",89400,-200,-0.22,NA,NA,3955,22.6,53525,1.67,0,0
"048410","현대바이오",27400,0,0,NA,NA,NA,NA,1468,18.66,0,0
"052260","현대바이오랜드",10330,-170,-1.62,318,32.48,NA,NA,8619,1.2,70,0.68
"069960","현대백화점",66900,-400,-0.59,6593,10.15,10180,6.57,209760,0.32,1300,1.94
"004560","현대비앤지스틸",12990,-160,-1.22,1715,7.57,NA,NA,34806,0.37,100,0.77
"004310","현대약품",4070,-40,-0.97,NA,NA,NA,NA,3144,1.29,30,0.74
"041440","현대에버다임",7220,130,1.83,600,12.03,NA,NA,10029,0.72,70,0.97
"039010","현대에이치티",6150,-120,-1.91,250,24.6,NA,NA,11707,0.53,130,2.11
"017800","현대엘리베이",42100,-400,-0.94,1924,21.88,NA,NA,28992,1.45,500,1.19
"307950","현대오토에버",183800,-1600,-0.86,4154,44.25,6268,29.32,53924,3.41,1140,0.62
"011210","현대위아",58700,1200,2.09,2463,23.83,7463,7.87,124563,0.47,700,1.19
"090850","현대이지웰",6690,160,2.45,639,10.47,901,7.42,3874,1.73,80,1.2
"004020","현대제철",39400,450,1.16,7736,5.09,7429,5.3,142260,0.28,1000,2.54
"005440","현대지에프홀딩스",3540,-95,-2.61,640,5.53,NA,NA,20860,0.17,210,5.93
"005380","현대차",190000,-1000,-0.52,28521,6.66,42703,4.45,407147,0.47,7000,3.68
"005387","현대차2우B",105800,600,0.57,NA,NA,NA,NA,NA,NA,7100,6.71
"005389","현대차3우B",103600,200,0.19,NA,NA,NA,NA,NA,NA,7050,6.81
"005385","현대차우",104400,200,0.19,NA,NA,NA,NA,NA,NA,7050,6.75
"001500","현대차증권",8620,50,0.58,2654,3.25,NA,NA,38617,0.22,550,6.38
"011760","현대코퍼레이션",19720,-60,-0.3,6554,3.01,6090,3.24,36053,0.55,600,3.04
"227840","현대코퍼레이션홀딩스",11070,30,0.27,3810,2.91,NA,NA,25341,0.44,500,4.52
"126560","현대퓨처넷",3100,-5,-0.16,NA,NA,NA,NA,6836,0.45,90,2.9
"001450","현대해상",33350,450,1.37,7099,4.7,14471,2.3,53896,0.62,1965,5.89
"057050","현대홈쇼핑",45000,-150,-0.33,7541,5.97,10031,4.49,171103,0.26,2600,5.78
"092300","현우산업",4425,-95,-2.1,258,17.15,NA,NA,5041,0.88,100,2.26
"138360","협진",911,-2,-0.22,NA,NA,NA,NA,1139,0.8,0,0
"011080","형지I&C",1017,-36,-3.42,NA,NA,NA,NA,1140,0.89,0,0
"093240","형지엘리트",1454,-27,-1.82,262,5.55,NA,NA,2200,0.66,0,0
"003010","혜인",6020,20,0.33,NA,NA,NA,NA,10052,0.6,60,1
"111110","호전실업",8200,-130,-1.56,2932,2.8,NA,NA,14510,0.57,300,3.66
"008770","호텔신라",89300,-800,-0.89,NA,NA,5081,17.57,14543,6.14,200,0.22
"008775","호텔신라우",54100,-600,-1.1,NA,NA,NA,NA,NA,NA,250,0.46
"060560","홈센타홀딩스",1276,-1,-0.08,106,12.04,NA,NA,1092,1.17,10,0.78
"064240","홈캐스트",5130,-90,-1.72,NA,NA,NA,NA,2748,1.87,0,0
"039610","화성밸브",5520,-130,-2.3,286,19.3,NA,NA,7732,0.71,0,0
"002460","화성산업",10570,20,0.19,2229,4.74,NA,NA,39046,0.27,500,4.73
"378850","화승알앤에이",3840,-135,-3.4,668,5.75,NA,NA,4879,0.79,50,1.3
"241590","화승엔터프라이즈",7360,-90,-1.21,NA,NA,893,8.24,8870,0.83,45,0.61
"006060","화승인더",3500,-10,-0.28,17,205.88,NA,NA,6884,0.51,188,5.37
"013520","화승코퍼레이션",1681,-4,-0.24,63,26.68,NA,NA,3752,0.45,50,2.97
"010690","화신",12440,-160,-1.27,2254,5.52,3286,3.79,10839,1.15,100,0.8
"126640","화신정공",1686,-24,-1.4,202,8.35,NA,NA,2900,0.58,40,2.37
"133820","화인베스틸",1578,-50,-3.07,NA,NA,NA,NA,2628,0.6,0,0
"127980","화인써키트",9000,-170,-1.85,359,25.07,NA,NA,3125,2.88,490,5.44
"061250","화일약품",2130,-80,-3.62,NA,NA,NA,NA,2639,0.81,0,0
"010660","화천기계",3530,-240,-6.37,180,19.61,NA,NA,6506,0.54,30,0.85
"000850","화천기공",34300,0,0,17039,2.01,NA,NA,156939,0.22,2500,7.29
"016580","환인제약",14260,-100,-0.7,1567,9.1,1434,9.94,21845,0.65,300,2.1
"032560","황금에스티",7760,-60,-0.77,2380,3.26,NA,NA,19636,0.4,200,2.58
"004800","효성",63600,0,0,786,80.92,4028,15.79,128334,0.5,4500,7.08
"094280","효성ITX",12610,10,0.08,1254,10.06,NA,NA,5956,2.12,750,5.95
"097870","효성오앤비",7680,-70,-0.9,464,16.55,NA,NA,8788,0.87,100,1.3
"298040","효성중공업",190900,5100,2.74,1097,174.02,20717,9.21,104660,1.82,0,0
"298050","효성첨단소재",436500,-4500,-1.02,28053,15.56,34595,12.62,158341,2.76,15000,3.44
"298020","효성티앤씨",370500,-1500,-0.4,2686,137.94,49102,7.55,283313,1.31,10000,2.7
"298000","효성화학",97900,1800,1.87,NA,NA,538,181.93,36068,2.71,0,0
"093370","후성",10980,-30,-0.27,1047,10.49,165,66.52,3882,2.83,20,0.18
"081660","휠라홀딩스",39800,-50,-0.13,5720,6.96,4037,9.86,31226,1.27,1580,3.97
"290270","휴네시온",4210,-15,-0.36,NA,NA,NA,NA,3782,1.11,40,0.95
"005870","휴니드",5100,-120,-2.3,707,7.21,NA,NA,11026,0.46,0,0
"353190","휴럼",1116,-18,-1.59,NA,NA,NA,NA,894,1.25,0,0
"192410","휴림네트웍스",497,-28,-5.33,NA,NA,NA,NA,536,0.93,0,0
"090710","휴림로봇",1702,-38,-2.18,NA,NA,NA,NA,346,4.92,0,0
