"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"119850","지엔씨에너지",4205,-150,-3.44,1727,2.43,NA,NA,7201,0.58,50,1.19
"065060","지엔코",418,-5,-1.18,NA,NA,NA,NA,475,0.88,0,0
"204840","지엘팜텍",830,-48,-5.47,NA,NA,NA,NA,259,3.2,0,0
"013870","지엠비코리아",4620,-30,-0.65,621,7.44,NA,NA,13567,0.34,80,1.73
"071320","지역난방공사",24950,-150,-0.6,NA,NA,NA,NA,143557,0.17,0,0
"270520","지오릿에너지",10540,-210,-1.95,NA,NA,NA,NA,1152,9.15,0,0
"311320","지오엘리먼트",12570,-580,-4.41,535,23.5,NA,NA,3883,3.24,100,0.8
"388050","지투파워",10520,30,0.29,42,250.48,NA,NA,1693,6.21,0,0
"219750","지티지웰니스",2850,0,0,NA,NA,NA,NA,478,5.96,0,0
"088790","진도",2230,-20,-0.89,367,6.08,NA,NA,8369,0.27,70,3.14
"018120","진로발효",15910,-90,-0.56,494,32.21,NA,NA,11200,1.42,450,2.83
"109820","진매트릭스",3160,-80,-2.47,NA,NA,NA,NA,1211,2.61,0,0
"086060","진바이오텍",4200,-30,-0.71,177,23.73,NA,NA,5310,0.79,0,0
"036890","진성티이씨",11850,-100,-0.84,2276,5.21,1894,6.26,10493,1.13,300,2.53
"363250","진시스템",25700,250,0.98,NA,NA,NA,NA,5066,5.07,0,0
"003780","진양산업",6940,-60,-0.86,472,14.7,NA,NA,3941,1.76,200,2.88
"007370","진양제약",5830,-10,-0.17,1115,5.23,NA,NA,7199,0.81,150,2.57
"010640","진양폴리",6530,-40,-0.61,349,18.71,NA,NA,3071,2.13,200,3.06
"100250","진양홀딩스",3445,20,0.58,452,7.62,NA,NA,6258,0.55,200,5.81
"051630","진양화학",3430,60,1.78,NA,NA,NA,NA,2199,1.56,0,0
"272450","진에어",12280,-40,-0.32,NA,NA,2077,5.91,2116,5.8,0,0
"285800","진영",5220,-120,-2.25,405,12.89,NA,NA,1683,3.1,0,0
"011000","진원생명과학",3630,-55,-1.49,NA,NA,NA,NA,2340,1.55,0,0
"002780","진흥기업",1271,-44,-3.35,341,3.73,NA,NA,1545,0.82,0,0
"002787","진흥기업2우B",11620,20,0.17,NA,NA,NA,NA,NA,NA,0,0
"002785","진흥기업우B",4145,-105,-2.47,NA,NA,NA,NA,NA,NA,0,0
"085660","차바이오텍",20300,-700,-3.33,NA,NA,NA,NA,5185,3.92,0,0
"261780","차백신연구소",5890,-110,-1.83,NA,NA,NA,NA,1262,4.67,0,0
"009310","참엔지니어링",498,-1,-0.2,NA,NA,NA,NA,1317,0.38,0,0
"094850","참좋은여행",8810,-140,-1.56,NA,NA,NA,NA,5830,1.51,0,0
"004650","창해에탄올",9950,-30,-0.3,10,995,NA,NA,17391,0.57,500,5.03
"278280","천보",139600,-3000,-2.1,3763,37.1,3831,36.44,34549,4.04,500,0.36
"000650","천일고속",50800,-1200,-2.31,NA,NA,NA,NA,18651,2.72,0,0
"362320","청담글로벌",7430,-170,-2.24,252,29.48,NA,NA,3143,2.36,0,0
"012600","청호ICT",2490,0,0,NA,NA,NA,NA,1111,2.24,0,0
"066360","체리부로",1705,-21,-1.22,185,9.22,NA,NA,1429,1.19,0,0
"033250","체시스",1540,-60,-3.75,NA,NA,NA,NA,895,1.72,0,0
"047820","초록뱀미디어",5400,0,0,NA,NA,NA,NA,13331,0.41,0,0
"131100","초록뱀이앤엠",2040,0,0,NA,NA,NA,NA,2869,0.71,0,0
"094360","칩스앤미디어",34200,-1450,-4.07,1041,32.85,780,43.82,4471,7.65,196,0.57
"016790","카나리아바이오",3930,-75,-1.87,NA,NA,NA,NA,301,13.06,0,0
"016920","카스",1563,-27,-1.7,121,12.92,NA,NA,2502,0.62,10,0.64
"284620","카이노스메드",3645,-60,-1.62,NA,NA,NA,NA,935,3.9,0,0
"035720","카카오",47850,-750,-1.54,3106,15.41,1083,44.16,22893,2.09,60,0.13
"293490","카카오게임즈",27050,-800,-2.87,NA,NA,1455,18.59,20650,1.31,0,0
"323410","카카오뱅크",25050,0,0,553,45.3,838,29.88,11988,2.09,80,0.32
"377300","카카오페이",44850,-800,-1.75,407,110.2,401,111.86,13583,3.3,0,0
"042000","카페24",11880,-150,-1.25,NA,NA,NA,NA,6615,1.8,0,0
"006380","카프로",823,-20,-2.37,NA,NA,NA,NA,665,1.24,0,0
"317530","캐리소프트",5010,-80,-1.57,NA,NA,NA,NA,1614,3.1,0,0
"071850","캐스텍코리아",2105,25,1.2,NA,NA,NA,NA,5542,0.38,0,0
"050110","캠시스",1619,-32,-1.94,86,18.83,NA,NA,1422,1.14,0,0
"119860","커넥트웨이브",11150,-40,-0.36,229,48.69,NA,NA,14989,0.74,0,0
"223310","커머스마이너",1588,-48,-2.93,NA,NA,NA,NA,1521,1.04,0,0
"109070","컨버즈",4100,0,0,NA,NA,NA,NA,402,10.2,0,0
"078340","컴투스",47700,300,0.63,2807,16.99,2749,17.35,95809,0.5,1300,2.73
"063080","컴투스홀딩스",29550,-650,-2.15,NA,NA,NA,NA,45693,0.65,0,0
"307930","컴퍼니케이",5600,-200,-3.45,415,13.49,NA,NA,4955,1.13,0,0
"079190","케스피온",833,-36,-4.14,NA,NA,NA,NA,451,1.85,0,0
"263700","케어랩스",5550,-10,-0.18,NA,NA,NA,NA,4648,1.19,0,0
"214370","케어젠",39250,-400,-1.01,556,70.59,NA,NA,4396,8.93,540,1.38
"221980","케이디켐",12990,-110,-0.84,2136,6.08,NA,NA,25215,0.52,430,3.31
"038530","케이바이오",325,-18,-5.25,NA,NA,NA,NA,728,0.45,0,0
"001620","케이비아이동국실업",598,1,0.17,46,13,NA,NA,1765,0.34,0,0
"424140","케이비제21호스팩",2035,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"436530","케이비제22호스팩",2170,0,0,NA,NA,NA,NA,NA,NA,0,0
"440200","케이비제23호스팩",1969,-166,-7.78,NA,NA,NA,NA,NA,NA,0,0
"192250","케이사인",1407,4,0.29,72,19.54,NA,NA,987,1.43,30,2.13
"029460","케이씨",16800,-160,-0.94,8092,2.08,NA,NA,58058,0.29,350,2.08
"115500","케이씨에스",7190,-210,-2.84,69,104.2,NA,NA,1523,4.72,140,1.95
"281820","케이씨텍",21500,-950,-4.23,2692,7.99,NA,NA,20995,1.02,250,1.16
"089150","케이씨티",3000,-55,-1.8,39,76.92,NA,NA,2027,1.48,60,2
"025880","케이씨피드",2610,-30,-1.14,266,9.81,NA,NA,3833,0.68,50,1.92
"093320","케이아이엔엑스",71000,1500,2.16,5240,13.55,NA,NA,30111,2.36,600,0.85
"093640","케이알엠",9530,-20,-0.21,NA,NA,NA,NA,2402,3.97,0,0
"073010","케이에스피",2880,5,0.17,110,26.18,227,12.67,943,3.05,0,0
"105330","케이엔더블유",9420,-560,-5.61,1512,6.23,NA,NA,6569,1.43,0,0
"053080","케이엔솔",25150,-750,-2.9,1227,20.5,NA,NA,12192,2.06,300,1.19
"272110","케이엔제이",21400,-100,-0.47,1255,17.05,2517,8.5,6769,3.16,0,0
"039420","케이엘넷",2545,-10,-0.39,311,8.18,NA,NA,2251,1.13,80,3.14
"083550","케이엠",4995,35,0.71,701,7.13,NA,NA,12196,0.41,50,1
"032500","케이엠더블유",16220,3740,29.97,NA,NA,NA,NA,6034,2.69,0,0
"225430","케이엠제약",1150,-26,-2.21,NA,NA,NA,NA,1303,0.88,0,0
"102370","케이옥션",4015,-55,-1.35,151,26.59,NA,NA,4711,0.85,35,0.87
"381970","케이카",11470,10,0.09,631,18.18,1112,10.32,5112,2.24,760,6.63
"036030","케이티알파",5730,-270,-4.5,248,23.1,NA,NA,4715,1.22,0,0
"064820","케이프",4550,10,0.22,7,650,NA,NA,6516,0.7,100,2.2
"256940","케이피에스",7340,-70,-0.94,NA,NA,800,9.17,2831,2.59,0,0
"024880","케이피에프",5330,-80,-1.48,1220,4.37,NA,NA,10147,0.53,140,2.63
"042040","케이피엠테크",369,-4,-1.07,NA,NA,NA,NA,613,0.6,0,0
"054410","케이피티유",5270,-30,-0.57,399,13.21,NA,NA,7906,0.67,0,0
"258610","케일럼",3080,-60,-1.91,NA,NA,NA,NA,2517,1.22,0,0
"274090","켄코아에어로스페이스",14370,30,0.21,269,53.42,NA,NA,3115,4.61,0,0
"089010","켐트로닉스",20950,-750,-3.46,416,50.36,1067,19.63,9953,2.1,200,0.95
"220260","켐트로스",6670,-130,-1.91,144,46.32,NA,NA,2220,3,0,0
"052400","코나아이",21750,3230,17.44,2495,8.72,3102,7.01,10912,1.99,0,0
"402030","코난테크놀로지",70600,-1200,-1.67,NA,NA,NA,NA,7148,9.88,0,0
"391710","코닉오토메이션",3450,-180,-4.96,NA,NA,NA,NA,556,6.21,0,0
"046070","코다코",441,-76,-14.7,NA,NA,NA,NA,302,1.46,0,0
"047770","코데즈컴바인",1900,-23,-1.2,201,9.45,NA,NA,1585,1.2,0,0
"078940","코드네이처",2995,5,0.17,NA,NA,NA,NA,524,5.72,0,0
"080530","코디",1285,1,0.08,NA,NA,NA,NA,844,1.52,0,0
"104540","코렌텍",11890,-160,-1.33,146,81.44,NA,NA,5324,2.23,0,0
"027050","코리아나",3815,-190,-4.74,49,77.86,NA,NA,2725,1.4,0,0
"007815","코리아써우",6430,-30,-0.46,NA,NA,NA,NA,NA,NA,0,0
"007810","코리아써키트",15670,50,0.32,2507,6.25,1827,8.58,20204,0.78,0,0
"00781K","코리아써키트2우B",7600,-30,-0.39,NA,NA,NA,NA,NA,NA,0,0
"190650","코리아에셋투자증권",6250,-50,-0.79,NA,NA,NA,NA,13824,0.45,200,3.2
"123410","코리아에프티",3375,-20,-0.59,336,10.04,NA,NA,5157,0.65,80,2.37
"003690","코리안리",8360,20,0.24,1132,7.39,NA,NA,22976,0.36,430,5.14
"036690","코맥스",3695,40,1.09,NA,NA,NA,NA,3029,1.22,50,1.35
"049430","코메론",8800,0,0,1769,4.97,NA,NA,21650,0.41,250,2.84
"183300","코미코",52000,-800,-1.52,4213,12.34,NA,NA,25921,2.01,1000,1.92
"041960","코미팜",5480,20,0.37,NA,NA,NA,NA,865,6.34,0,0
"089890","코세스",10780,-50,-0.46,475,22.69,NA,NA,3615,2.98,0,0
"009730","코센",4645,25,0.54,154,30.16,NA,NA,1074,4.32,0,0
"082660","코스나인",1188,-36,-2.94,NA,NA,NA,NA,384,3.09,0,0
"192820","코스맥스",132500,-2300,-1.71,1838,72.09,10035,13.2,51220,2.59,0,0
"044820","코스맥스비티아이",10180,-100,-0.97,NA,NA,NA,NA,31502,0.32,0,0
"222040","코스맥스엔비티",6200,-170,-2.67,NA,NA,422,14.7,2109,2.94,0,0
"241710","코스메카코리아",27300,-450,-1.62,249,109.64,2188,12.48,13732,1.99,0,0
"005070","코스모신소재",162800,-15200,-8.54,901,180.69,1582,102.93,8099,20.1,0,0
"005420","코스모화학",41150,-600,-1.44,329,125.08,NA,NA,6020,6.84,0,0
"069110","코스온",2630,0,0,NA,NA,NA,NA,NA,NA,0,0
"355150","코스텍시스",2715,-60,-2.16,8,339.38,NA,NA,1690,1.61,0,0
"071950","코아스",599,-3,-0.5,NA,NA,NA,NA,562,1.07,0,0
"166480","코아스템켐온",6810,-40,-0.58,NA,NA,NA,NA,1937,3.52,0,0
"045970","코아시아",8570,-430,-4.78,NA,NA,NA,NA,2616,3.28,0,0
"196450","코아시아씨엠",1573,-29,-1.81,NA,NA,NA,NA,1822,0.86,0,0
"384470","코어라인소프트",39400,4400,12.57,NA,NA,NA,NA,NA,NA,0,0
"029960","코엔텍",7140,0,0,815,8.76,NA,NA,3510,2.03,500,7
"002020","코오롱",18050,-130,-0.72,10012,1.8,NA,NA,76319,0.24,550,3.05
"003070","코오롱글로벌",13250,550,4.33,5710,2.32,NA,NA,22544,0.59,400,3.02
"003075","코오롱글로벌우",19970,950,4.99,NA,NA,NA,NA,NA,NA,450,2.25
"450140","코오롱모빌리티그룹",3640,-5,-0.14,NA,NA,NA,NA,NA,NA,0,0
"45014K","코오롱모빌리티그룹우",7270,-30,-0.41,NA,NA,NA,NA,NA,NA,0,0
"102940","코오롱생명과학",27250,-350,-1.27,187,145.72,NA,NA,14697,1.85,0,0
"002025","코오롱우",13770,-260,-1.85,NA,NA,NA,NA,NA,NA,600,4.36
"120110","코오롱인더",48900,700,1.45,5934,8.24,5979,8.18,94856,0.52,1300,2.66
"120115","코오롱인더우",24900,50,0.2,NA,NA,NA,NA,NA,NA,1350,5.42
"138490","코오롱플라스틱",7920,-140,-1.74,939,8.43,868,9.13,6728,1.18,180,2.27
"021240","코웨이",42750,350,0.83,6314,6.77,7161,5.97,31887,1.34,1300,3.04
"033290","코웰패션",7090,-470,-6.22,720,9.85,NA,NA,5733,1.24,190,2.68
"056360","코위버",6640,90,1.37,480,13.83,NA,NA,14091,0.47,50,0.75
"282880","코윈테크",37500,-1950,-4.94,510,73.53,3470,10.81,12934,2.9,100,0.27
"121850","코이즈",1991,-14,-0.7,NA,NA,NA,NA,631,3.16,0,0
"448710","코츠테크놀로지",19580,-1920,-8.93,682,28.71,NA,NA,4912,3.99,0,0
"015710","코콤",5340,190,3.69,NA,NA,NA,NA,7255,0.74,0,0
"052330","코텍",7530,-20,-0.26,1977,3.81,NA,NA,22459,0.34,250,3.32
"322780","코퍼스코리아",2375,-30,-1.25,NA,NA,313,7.59,1367,1.74,10,0.42
"036420","콘텐트리중앙",14800,50,0.34,NA,NA,NA,NA,9617,1.54,0,0
"200130","콜마비앤에이치",18080,-150,-0.82,1371,13.19,1397,12.95,13595,1.33,308,1.7
"031820","콤텍시스템",760,-13,-1.68,201,3.78,NA,NA,1259,0.6,0,0
"294570","쿠콘",20450,100,0.49,361,56.65,1404,14.56,12657,1.62,100,0.49
"192400","쿠쿠홀딩스",18590,-710,-3.68,3755,4.95,NA,NA,31140,0.6,800,4.3
"284740","쿠쿠홈시스",22050,-400,-1.78,5118,4.31,NA,NA,31261,0.71,700,3.17
"317690","퀀타매트릭스",6100,-230,-3.63,NA,NA,NA,NA,2420,2.52,0,0
"365270","큐라클",11370,-230,-1.98,NA,NA,NA,NA,3335,3.41,0,0
"348080","큐라티스",3335,75,2.3,NA,NA,NA,NA,NA,NA,0,0
"060280","큐렉소",18300,-800,-4.19,NA,NA,NA,NA,2099,8.72,0,0
"040350","큐로컴",498,-20,-3.86,NA,NA,NA,NA,308,1.62,0,0
"051780","큐로홀딩스",374,-14,-3.61,NA,NA,NA,NA,298,1.26,0,0
"115180","큐리언트",6420,-280,-4.18,NA,NA,NA,NA,2544,2.52,0,0
"445680","큐리옥스바이오시스템즈",67000,200,0.3,NA,NA,NA,NA,6676,10.04,0,0
"182360","큐브엔터",19860,680,3.55,446,44.53,1092,18.19,2812,7.06,0,0
"405100","큐알티",13630,220,1.64,241,56.56,NA,NA,2905,4.69,480,3.52
"066310","큐에스아이",9840,30,0.31,757,13,NA,NA,8776,1.12,100,1.02
"016600","큐캐피탈",375,-9,-2.34,NA,NA,NA,NA,730,0.51,0,0
"355390","크라우드웍스",56300,-500,-0.88,NA,NA,NA,NA,NA,NA,0,0
"264900","크라운제과",8570,30,0.35,2116,4.05,NA,NA,16001,0.54,250,2.92
"26490K","크라운제과우",10350,-80,-0.77,NA,NA,NA,NA,NA,NA,252,2.43
"005740","크라운해태홀딩스",5980,10,0.17,559,10.7,NA,NA,20510,0.29,100,1.67
"005745","크라운해태홀딩스우",10260,10,0.1,NA,NA,NA,NA,NA,NA,105,1.02
"259960","크래프톤",152300,-1400,-0.91,10666,14.28,12594,12.09,108962,1.4,0,0
"096240","크레버스",17260,0,0,609,28.34,NA,NA,5467,3.16,1800,10.43
"114120","크루셜텍",10850,0,0,NA,NA,NA,NA,1064,10.2,0,0
"110790","크리스에프앤씨",19160,0,0,2455,7.8,NA,NA,29568,0.65,500,2.61
"045520","크린앤사이언스",7610,-70,-0.91,NA,NA,NA,NA,4443,1.71,0,0
"036170","클라우드에어",957,-32,-3.24,70,13.67,NA,NA,1836,0.52,0,0
"214150","클래시스",35900,100,0.28,1165,30.82,1427,25.16,3564,10.07,116,0.32
"352770","클리노믹스",2555,-70,-2.67,NA,NA,NA,NA,2331,1.1,0,0
"237880","클리오",27350,-650,-2.32,584,46.83,1382,19.79,10872,2.52,200,0.73
"139670","키네마스터",5060,-140,-2.69,NA,NA,NA,NA,704,7.19,0,0
"020120","키다리스튜디오",5310,-90,-1.67,NA,NA,NA,NA,7338,0.72,50,0.94
"413600","키움제6호스팩",2145,0,0,NA,NA,NA,NA,NA,NA,0,0
"433530","키움제7호스팩",2105,15,0.72,NA,NA,NA,NA,NA,NA,0,0
"446840","키움제8호스팩",2100,10,0.48,NA,NA,NA,NA,NA,NA,0,0
"039490","키움증권",1e+05,-1900,-1.86,17919,5.58,25244,3.96,183566,0.54,3000,3
"054780","키이스트",7090,-120,-1.66,NA,NA,NA,NA,3023,2.35,0,0
"219130","타이거일렉",22850,-100,-0.44,569,40.16,NA,NA,8781,2.6,0,0
"360070","탑머티리얼",60300,-4100,-6.37,1647,36.61,NA,NA,12065,5,0,0
"065130","탑엔지니어링",6650,-190,-2.78,NA,NA,NA,NA,11955,0.56,0,0
"134580","탑코미디어",3955,105,2.73,NA,NA,NA,NA,2151,1.84,0,0
"014580","태경비케이",7380,-350,-4.53,850,8.68,NA,NA,6444,1.15,130,1.76
"015890","태경산업",6810,-150,-2.16,1154,5.9,NA,NA,10077,0.68,300,4.41
"006890","태경케미컬",12210,-260,-2.09,782,15.61,1716,7.12,12992,0.94,200,1.64
"023160","태광",18980,-70,-0.37,1383,13.72,2684,7.07,18560,1.02,170,0.9
"003240","태광산업",588000,0,0,406090,1.45,NA,NA,4906107,0.12,1750,0.3
"011280","태림포장",2455,-10,-0.41,253,9.7,NA,NA,4948,0.5,50,2.04
"323280","태성",3360,105,3.23,NA,NA,NA,NA,1299,2.59,0,0
"053620","태양",7530,-60,-0.79,827,9.11,NA,NA,21811,0.35,300,3.98
"004100","태양금속",3360,-420,-11.11,NA,NA,NA,NA,3058,1.1,5,0.15
"004105","태양금속우",5320,-590,-9.98,NA,NA,NA,NA,NA,NA,10,0.19
"009410","태영건설",3985,100,2.57,1607,2.48,NA,NA,19502,0.2,225,5.65
"009415","태영건설우",7630,1760,29.98,NA,NA,NA,NA,NA,NA,230,3.01
"044490","태웅",20800,300,1.46,27,770.37,NA,NA,24061,0.86,0,0
"124560","태웅로직스",3485,-40,-1.13,2494,1.4,NA,NA,5614,0.62,150,4.3
"001420","태원물산",5010,-140,-2.72,NA,NA,NA,NA,4033,1.24,50,1
"007980","태평양물산",2010,-50,-2.43,548,3.67,NA,NA,4369,0.46,30,1.49
"191420","테고사이언스",9110,-230,-2.46,33,276.06,NA,NA,6070,1.5,0,0
"073640","테라사이언스",2235,-85,-3.66,389,5.75,NA,NA,1034,2.16,0,0
"066700","테라젠이텍스",4450,-50,-1.11,299,14.88,NA,NA,4487,0.99,0,0
"095610","테스",22700,350,1.57,2580,8.8,1032,22,17483,1.3,500,2.2
"055490","테이팩스",36400,-450,-1.22,4013,9.07,NA,NA,31365,1.16,900,2.47
"064520","테크엘",4040,-5,-0.12,NA,NA,NA,NA,4791,0.84,0,0
"089030","테크윙",7040,-120,-1.68,886,7.95,NA,NA,6480,1.09,130,1.85
"054450","텔레칩스",24750,-1000,-3.88,3480,7.11,1709,14.48,12418,1.99,130,0.53
"091440","텔레필드",2540,65,2.63,NA,NA,NA,NA,1709,1.49,0,0
"078000","텔코웨어",9530,-20,-0.21,688,13.85,NA,NA,19820,0.48,600,6.3
"200230","텔콘RF제약",843,-25,-2.88,NA,NA,NA,NA,775,1.09,0,0
"214420","토니모리",5700,-250,-4.2,NA,NA,NA,NA,3871,1.47,0,0
"393210","토마토시스템",5820,-270,-4.43,396,14.7,459,12.69,1003,5.8,0,0
"215480","토박스코리아",3855,-125,-3.14,416,9.27,NA,NA,3246,1.19,0,0
"051360","토비스",17000,-550,-3.13,NA,NA,2239,7.59,11755,1.45,100,0.59
"045340","토탈소프트",4695,-210,-4.28,309,15.19,NA,NA,2199,2.14,0,0
"108230","톱텍",8320,-570,-6.41,405,20.54,NA,NA,8696,0.96,100,1.2
"079970","투비소프트",812,-10,-1.22,NA,NA,NA,NA,649,1.25,0,0
"199800","툴젠",36300,-2300,-5.96,NA,NA,NA,NA,8940,4.06,0,0
"417790","트루엔",10690,20,0.19,906,11.8,1081,9.89,6066,1.76,0,0
"105550","트루윈",2585,10,0.39,NA,NA,NA,NA,1536,1.68,0,0
"290090","트윔",12370,-150,-1.2,NA,NA,NA,NA,9248,1.34,0,0
"026150","특수건설",7350,-60,-0.81,99,74.24,NA,NA,6046,1.22,0,0
"322180","티라유텍",8320,-190,-2.23,NA,NA,NA,NA,1046,7.95,0,0
"117730","티로보틱스",28550,-900,-3.06,NA,NA,NA,NA,1752,16.3,0,0
"033830","티비씨",933,-11,-1.17,52,17.94,NA,NA,1286,0.73,15,1.61
"057680","티사이언티픽",3435,-130,-3.65,NA,NA,NA,NA,3220,1.07,0,0
"204610","티쓰리",1390,-34,-2.39,220,6.32,NA,NA,1498,0.93,60,4.32
"064760","티씨케이",95600,-1200,-1.24,8056,11.87,6696,14.28,35707,2.68,1700,1.78
"246710","티앤알바이오팹",12460,0,0,NA,NA,NA,NA,1853,6.72,0,0
"340570","티앤엘",43500,50,0.12,2602,16.72,5579,7.8,13141,3.31,450,1.03
"043220","티에스넥스젠",610,3,0.49,NA,NA,NA,NA,443,1.38,0,0
"277880","티에스아이",12150,30,0.25,169,71.89,508,23.92,2416,5.03,0,0
"131290","티에스이",42900,150,0.35,4614,9.3,2608,16.45,26649,1.61,500,1.17
"019180","티에이치엔",3400,135,4.13,NA,NA,NA,NA,4827,0.7,50,1.47
"425420","티에프이",27650,-1050,-3.66,721,38.35,NA,NA,5323,5.19,0,0
"356860","티엘비",25050,-50,-0.2,3108,8.06,1911,13.11,11424,2.19,300,1.2
"062860","티엘아이",5800,0,0,NA,NA,NA,NA,8417,0.69,0,0
"363280","티와이홀딩스",6900,110,1.62,2579,2.68,NA,NA,42418,0.16,150,2.17
"36328K","티와이홀딩스우",8120,280,3.57,NA,NA,NA,NA,NA,NA,175,2.16
"321550","티움바이오",7670,90,1.19,NA,NA,NA,NA,2541,3.02,0,0
"091810","티웨이항공",2345,-50,-2.09,NA,NA,455,5.15,371,6.32,0,0
"004870","티웨이홀딩스",528,-4,-0.75,697,0.76,NA,NA,1505,0.35,0,0
"425040","티이엠씨",40100,-1950,-4.64,4855,8.26,3774,10.63,11340,3.54,0,0
"104480","티케이케미칼",1998,-17,-0.84,3028,0.66,NA,NA,10429,0.19,0,0
"081150","티플랙스",3770,-50,-1.31,645,5.84,NA,NA,6547,0.58,30,0.8
"130740","티피씨글로벌",3220,70,2.22,NA,NA,NA,NA,5508,0.58,0,0
"084730","팅크웨어",15720,-350,-2.18,354,44.41,NA,NA,17281,0.91,0,0
"058530","파나케이아",1620,0,0,NA,NA,NA,NA,3652,0.44,0,0
"440110","파두",38850,800,2.1,NA,NA,NA,NA,996,39.01,0,0
"034230","파라다이스",16840,-100,-0.59,296,56.89,638,26.39,15915,1.06,0,0
"033540","파라텍",774,-11,-1.4,NA,NA,NA,NA,1352,0.57,0,0
"388870","파로스아이바이오",16700,-200,-1.18,NA,NA,NA,NA,1539,10.85,0,0
"043200","파루",733,-1,-0.14,NA,NA,NA,NA,564,1.3,0,0
"214450","파마리서치",124700,-500,-0.4,4067,30.66,7892,15.8,34433,3.62,660,0.53
"208340","파멥신",2065,-85,-3.95,NA,NA,NA,NA,966,2.14,0,0
"005690","파미셀",7940,-100,-1.24,182,43.63,NA,NA,1328,5.98,0,0
"177830","파버나인",4050,0,0,566,7.16,NA,NA,6099,0.66,100,2.47
"037070","파세코",10440,-170,-1.6,460,22.7,NA,NA,5338,1.96,200,1.92
"150900","파수",7480,-100,-1.32,456,16.4,640,11.69,2799,2.67,100,1.34
"037030","파워넷",3400,-115,-3.27,93,36.56,NA,NA,4665,0.73,0,0
"047310","파워로직스",8120,-260,-3.1,NA,NA,NA,NA,4861,1.67,0,0
"368770","파이버프로",3810,-55,-1.42,NA,NA,NA,NA,898,4.24,0,0
"170790","파이오링크",13250,-170,-1.27,1818,7.29,2527,5.24,10862,1.22,300,2.26
"049120","파인디앤씨",1258,1,0.08,NA,NA,NA,NA,905,1.39,0,0
"038950","파인디지털",5160,0,0,NA,NA,NA,NA,10896,0.47,50,0.97
"441270","파인엠텍",8040,220,2.81,NA,NA,NA,NA,3448,2.33,0,0
"106240","파인테크닉스",1870,-8,-0.43,7096,0.26,NA,NA,5583,0.33,0,0
"131760","파인텍",1144,-11,-0.95,140,8.17,NA,NA,810,1.41,0,0
"065690","파커스",1584,-4,-0.25,NA,NA,NA,NA,5017,0.32,0,0
"140860","파크시스템스",175000,1000,0.57,4061,43.09,6939,25.22,17308,10.11,400,0.23
"091700","파트론",8030,-20,-0.25,700,11.47,690,11.65,8739,0.92,300,3.74
"032800","판타지오",304,1,0.33,NA,NA,NA,NA,411,0.74,0,0
"318010","팜스빌",8500,-60,-0.7,518,16.41,NA,NA,7973,1.07,100,1.18
"036580","팜스코",3465,-25,-0.72,NA,NA,NA,NA,7532,0.46,50,1.44
"027710","팜스토리",1797,-15,-0.83,NA,NA,NA,NA,1860,0.97,25,1.39
"004720","팜젠사이언스",6760,110,1.65,4498,1.5,NA,NA,13118,0.52,0,0
"225590","패션플랫폼",1399,-17,-1.2,378,3.7,NA,NA,2612,0.54,0,0
"054300","팬스타엔터프라이즈",703,3,0.43,9,78.11,NA,NA,804,0.87,0,0
"068050","팬엔터테인먼트",3935,0,0,NA,NA,478,8.24,2656,1.48,0,0
"028670","팬오션",4655,45,0.98,1267,3.67,907,5.13,8404,0.55,150,3.22
"222110","팬젠",5660,-260,-4.39,NA,NA,NA,NA,1613,3.51,0,0
"271830","팸텍",4235,85,2.05,NA,NA,NA,NA,NA,NA,0,0
"010820","퍼스텍",3430,-135,-3.79,37,92.7,NA,NA,1183,2.9,0,0
"016800","퍼시스",29200,-700,-2.34,646,45.2,NA,NA,52783,0.55,1100,3.77
"263750","펄어비스",49300,-150,-0.3,NA,NA,2308,21.36,11412,4.32,0,0
"251970","펌텍코리아",26950,150,0.56,1580,17.06,2468,10.92,17379,1.55,360,1.34
"001020","페이퍼코리아",898,-12,-1.32,NA,NA,NA,NA,1297,0.69,0,0
"168360","펨트론",22300,300,1.36,543,41.07,1520,14.67,2451,9.1,0,0
"087010","펩트론",40500,3500,9.46,NA,NA,NA,NA,2575,15.73,0,0
"090080","평화산업",1414,-13,-0.91,111,12.74,NA,NA,755,1.87,0,0
"010770","평화홀딩스",3225,-10,-0.31,NA,NA,NA,NA,7178,0.45,150,4.65
"119500","포메탈",3815,-105,-2.68,146,26.13,NA,NA,4072,0.94,60,1.57
"389140","포바이포",9040,-540,-5.64,NA,NA,NA,NA,5491,1.65,0,0
"022100","포스코DX",54100,-1600,-2.87,300,180.33,868,62.31,2715,19.93,75,0.14
"058430","포스코스틸리온",76600,-3700,-4.61,3785,20.24,NA,NA,57026,1.34,875,1.14
"009520","포스코엠텍",30950,-1500,-4.62,116,266.81,NA,NA,2752,11.25,37,0.12
"047050","포스코인터내셔널",79400,-1800,-2.22,4780,16.61,4369,18.17,32288,2.46,1000,1.26
"003670","포스코퓨처엠",396500,-14000,-3.41,1527,259.66,5004,79.24,31922,12.42,300,0.08
"189690","포시에스",2285,-15,-0.65,253,9.03,NA,NA,2548,0.9,100,4.38
"318020","포인트모바일",18100,0,0,479,37.79,NA,NA,3760,4.81,0,0
