"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"360","210540","디와이파워","KOSPI","기계",13560,-440,-3.14,149725560480
"361","115390","락앤락","KOSPI","화학",6050,50,0.83,303712686200
"362","032350","롯데관광개발","KOSPI","서비스업",14830,-80,-0.54,1108146464850
"363","089860","롯데렌탈","KOSPI","서비스업",27150,0,0,994614810450
"364","330590","롯데리츠","KOSPI","서비스업",3380,-10,-0.29,821234827920
"365","000400","롯데손해보험","KOSPI","보험",2830,-275,-8.86,878251785600
"366","023530","롯데쇼핑","KOSPI","유통업",75000,-800,-1.06,2121656625000
"367","020150","롯데에너지머티리얼즈","KOSPI","전기전자",44000,600,1.38,2028876740000
"368","280360","롯데웰푸드","KOSPI","음식료품",112900,800,0.71,1065163404600
"369","004000","롯데정밀화학","KOSPI","화학",59800,200,0.34,1.54284e+12
"370","286940","롯데정보통신","KOSPI","서비스업",25850,100,0.39,397995156350
"371","004990","롯데지주","KOSPI","기타금융",26650,100,0.38,2795831166050
"372","00499K","롯데지주우","KOSPI","기타금융",35450,100,0.28,28558626350
"373","005300","롯데칠성","KOSPI","음식료품",130900,400,0.31,1214605915600
"374","005305","롯데칠성우","KOSPI","음식료품",67000,200,0.3,51945770000
"375","011170","롯데케미칼","KOSPI","화학",142200,-4500,-3.07,6082664581800
"376","071840","롯데하이마트","KOSPI","유통업",9470,-70,-0.73,223565032640
"377","027740","마니커","KOSPI","음식료품",1153,-6,-0.52,73228445884
"378","357430","마스턴프리미어리츠","KOSPI","서비스업",2960,-5,-0.17,78676800000
"379","001080","만호제강","KOSPI","철강금속",43100,-500,-1.15,1.78865e+11
"380","088980","맥쿼리인프라","KOSPI","기타금융",12290,-10,-0.08,5355752852950
"381","094800","맵스리얼티1","KOSPI","기타금융",3950,-25,-0.63,366695607450
"382","138040","메리츠금융지주","KOSPI","기타금융",54200,-500,-0.91,11285407903600
"383","090370","메타랩스","KOSPI","섬유의복",2490,-5,-0.2,62012675610
"384","017180","명문제약","KOSPI","의약품",2315,-35,-1.49,78602246010
"385","009900","명신산업","KOSPI","운수장비",19520,190,0.98,1024216996160
"386","012690","모나리자","KOSPI","종이목재",2640,-20,-0.75,96548113200
"387","005360","모나미","KOSPI","유통업",3295,-15,-0.45,62266626565
"388","204210","모두투어리츠","KOSPI","서비스업",4330,25,0.58,33890108950
"389","009680","모토닉","KOSPI","운수장비",9130,0,0,3.0129e+11
"390","009580","무림P&P","KOSPI","종이목재",3255,-15,-0.46,203008894620
"391","009200","무림페이퍼","KOSPI","종이목재",2290,-5,-0.22,95285319900
"392","033920","무학","KOSPI","음식료품",5670,-110,-1.9,1.61595e+11
"393","008420","문배철강","KOSPI","철강금속",3195,-30,-0.93,65508698475
"394","025560","미래산업","KOSPI","의료정밀",3950,250,6.76,120197591500
"395","007120","미래아이앤지","KOSPI","서비스업",1281,-18,-1.39,35718871104
"396","396690","미래에셋글로벌리츠","KOSPI","서비스업",3250,0,0,9.4445e+10
"397","357250","미래에셋맵스리츠","KOSPI","서비스업",3210,-10,-0.31,6.4521e+10
"398","085620","미래에셋생명","KOSPI","보험",4480,-110,-2.4,793032526720
"399","006800","미래에셋증권","KOSPI","증권",6850,-90,-1.3,4146417394800
"400","00680K","미래에셋증권2우B","KOSPI","증권",3625,-15,-0.41,5.075e+11
"401","006805","미래에셋증권우","KOSPI","증권",3710,0,0,52221032500
"402","002840","미원상사","KOSPI","화학",168500,3600,2.18,8.17225e+11
"403","268280","미원에스씨","KOSPI","화학",141000,1500,1.08,7.05e+11
"404","107590","미원홀딩스","KOSPI","기타금융",86900,0,0,2.01608e+11
"405","134380","미원화학","KOSPI","화학",68600,-1400,-2,150869784800
"406","003650","미창석유","KOSPI","화학",72000,500,0.7,125256384000
"407","155900","바다로19호","KOSPI","서비스업",3005,0,0,45676012020
"408","377740","바이오노트","KOSPI","의약품",4980,-30,-0.6,508239119040
"409","003610","방림","KOSPI","섬유의복",2315,15,0.65,97957118350
"410","001340","백광산업","KOSPI","화학",7790,0,0,349914390530
"411","035150","백산","KOSPI","화학",7860,-130,-1.63,1.7685e+11
"412","002410","범양건영","KOSPI","건설업",2660,-60,-2.21,66053072120
"413","007210","벽산","KOSPI","비금속광물",3970,125,3.25,272183200000
"414","002760","보락","KOSPI","화학",1473,3,0.2,88232700000
"415","003850","보령","KOSPI","의약품",10330,-150,-1.43,709567700000
"416","000890","보해양조","KOSPI","음식료품",533,-8,-1.48,74151028757
"417","003000","부광약품","KOSPI","의약품",6440,-70,-1.08,457646035560
"418","001270","부국증권","KOSPI","증권",22000,0,0,228137492000
"419","001275","부국증권우","KOSPI","증권",19220,-20,-0.1,5.766e+10
"420","026940","부국철강","KOSPI","철강금속",3315,5,0.15,6.63e+10
"421","011390","부산산업","KOSPI","비금속광물",68000,-900,-1.31,7.1808e+10
"422","005030","부산주공","KOSPI","운수장비",486,0,0,38288532168
"423","002070","비비안","KOSPI","섬유의복",1318,12,0.92,39268478820
"424","100220","비상교육","KOSPI","서비스업",4555,60,1.33,59200155255
"425","090460","비에이치","KOSPI","전기전자",22100,-250,-1.12,761662775900
"426","030790","비케이탑스","KOSPI","서비스업",904,0,0,19208323080
"427","005180","빙그레","KOSPI","음식료품",54900,-200,-0.36,540833130900
"428","003960","사조대림","KOSPI","음식료품",27900,100,0.36,255688629300
"429","008040","사조동아원","KOSPI","음식료품",976,-4,-0.41,137757129600
"430","007160","사조산업","KOSPI","농업, 임업 및 어업",39900,0,0,1.995e+11
"431","014710","사조씨푸드","KOSPI","음식료품",4030,5,0.12,69390728290
"432","006090","사조오양","KOSPI","음식료품",8280,10,0.12,78020278920
"433","001470","삼부토건","KOSPI","건설업",3385,-220,-6.1,691417574790
"434","448730","삼성FN리츠","KOSPI","서비스업",5020,20,0.4,3.88046e+11
"435","006400","삼성SDI","KOSPI","전기전자",563000,5000,0.9,38714430390000
"436","006405","삼성SDI우","KOSPI","전기전자",268000,500,0.19,433596128000
"437","006660","삼성공조","KOSPI","운수장비",9590,-50,-0.52,77931351260
"438","028260","삼성물산","KOSPI","유통업",108700,-200,-0.18,20173814529000
"439","02826K","삼성물산우B","KOSPI","유통업",85600,0,0,139307580000
"440","207940","삼성바이오로직스","KOSPI","의약품",719000,-10000,-1.37,5.1174106e+13
"441","032830","삼성생명","KOSPI","보험",72000,400,0.56,1.44e+13
"442","018260","삼성에스디에스","KOSPI","서비스업",136300,1300,0.96,10546594140000
"443","028050","삼성엔지니어링","KOSPI","서비스업",32050,-400,-1.23,6.2818e+12
"444","009150","삼성전기","KOSPI","전기전자",142200,400,0.28,10621443571200
"445","009155","삼성전기우","KOSPI","전기전자",68500,-300,-0.44,199128404000
"446","005930","삼성전자","KOSPI","전기전자",69600,-200,-0.29,415496865480000
"447","005935","삼성전자우","KOSPI","전기전자",56100,-800,-1.41,46163943870000
"448","001360","삼성제약","KOSPI","의약품",2725,-35,-1.27,183016665275
"449","010140","삼성중공업","KOSPI","운수장비",8430,-40,-0.47,7.4184e+12
"450","016360","삼성증권","KOSPI","증권",38500,100,0.26,3.43805e+12
"451","068290","삼성출판사","KOSPI","서비스업",16140,-330,-2,1.614e+11
"452","029780","삼성카드","KOSPI","기타금융",30950,200,0.65,3585832676450
"453","000810","삼성화재","KOSPI","보험",265500,-3500,-1.3,12578019223500
"454","000815","삼성화재우","KOSPI","보험",190400,400,0.21,607756800000
"455","006110","삼아알미늄","KOSPI","철강금속",101800,3700,3.77,1497673048800
"456","145990","삼양사","KOSPI","음식료품",45900,-100,-0.22,473387309100
"457","145995","삼양사우","KOSPI","음식료품",25200,-150,-0.59,9325764000
"458","003230","삼양식품","KOSPI","음식료품",188900,-1900,-1,1422986533500
"459","002170","삼양통상","KOSPI","기타제조업",49650,-550,-1.1,1.4895e+11
"460","272550","삼양패키징","KOSPI","화학",16330,-20,-0.12,257828997430
"461","000070","삼양홀딩스","KOSPI","기타금융",70300,-300,-0.42,602068251300
"462","000075","삼양홀딩스우","KOSPI","기타금융",52900,0,0,16084668200
"463","003720","삼영","KOSPI","화학",5500,510,10.22,1.87e+11
"464","002810","삼영무역","KOSPI","유통업",12720,30,0.24,234899578560
"465","005680","삼영전자","KOSPI","전기전자",8310,30,0.36,1.662e+11
"466","023000","삼원강재","KOSPI","운수장비",3015,15,0.5,1.206e+11
"467","004380","삼익THK","KOSPI","기계",12250,100,0.82,2.5725e+11
"468","002450","삼익악기","KOSPI","기타제조업",1115,-3,-0.27,100941970225
"469","004440","삼일씨엔에스","KOSPI","비금속광물",4470,-10,-0.22,56911803090
"470","000520","삼일제약","KOSPI","의약품",7000,-90,-1.27,105927633000
"471","009770","삼정펄프","KOSPI","종이목재",24900,0,0,62249277900
"472","005500","삼진제약","KOSPI","의약품",23150,-50,-0.22,3.21785e+11
"473","004690","삼천리","KOSPI","전기가스업",102200,-100,-0.1,414423555000
"474","010960","삼호개발","KOSPI","건설업",3475,0,0,8.6875e+10
"475","004450","삼화왕관","KOSPI","기계",33400,-500,-1.47,71956258600
"476","009470","삼화전기","KOSPI","전기전자",16350,90,0.55,108135957000
"477","011230","삼화전자","KOSPI","전기전자",5610,230,4.28,67896147000
"478","001820","삼화콘덴서","KOSPI","전기전자",37300,-200,-0.53,387733500000
"479","000390","삼화페인트","KOSPI","화학",6160,-30,-0.48,167573369040
"480","001290","상상인증권","KOSPI","증권",741,11,1.51,80277805920
"481","041650","상신브레이크","KOSPI","운수장비",3595,45,1.27,77189862750
"482","075180","새론오토모티브","KOSPI","운수장비",4470,25,0.56,8.5824e+10
"483","007540","샘표","KOSPI","기타금융",51700,-300,-0.58,148678860000
"484","248170","샘표식품","KOSPI","음식료품",30400,-450,-1.46,138875894400
"485","007860","서연","KOSPI","기타금융",7670,80,1.05,180090403480
"486","200880","서연이화","KOSPI","운수장비",16490,990,6.39,445698926130
"487","017390","서울가스","KOSPI","전기가스업",66000,0,0,3.3e+11
"488","004410","서울식품","KOSPI","음식료품",194,1,0.52,72702578446
"489","004415","서울식품우","KOSPI","음식료품",1813,12,0.67,4033018500
"490","021050","서원","KOSPI","철강금속",1506,7,0.47,71496732540
"491","008490","서흥","KOSPI","화학",29650,150,0.51,343024200450
"492","007610","선도전기","KOSPI","전기전자",3000,0,0,5.4e+10
"493","136490","선진","KOSPI","음식료품",7770,-20,-0.26,184767523080
"494","014910","성문전자","KOSPI","전기전자",1580,0,0,35488356300
"495","014915","성문전자우","KOSPI","전기전자",6200,-80,-1.27,3.72e+09
"496","003080","성보화학","KOSPI","화학",2985,0,0,59759700000
"497","004980","성신양회","KOSPI","비금속광물",9700,80,0.83,237805908100
"498","004985","성신양회우","KOSPI","비금속광물",12470,-120,-0.95,9173493150
"499","011300","성안","KOSPI","섬유의복",2140,125,6.2,144131240580
"500","000180","성창기업지주","KOSPI","서비스업",1996,6,0.3,139224193600
"501","002420","세기상사","KOSPI","유통업",6960,0,0,38689582080
"502","004360","세방","KOSPI","운수창고업",11790,-30,-0.25,227649455100
"503","004365","세방우","KOSPI","운수창고업",6880,-50,-0.72,25382040000
"504","004490","세방전지","KOSPI","전기전자",65700,2400,3.79,9.198e+11
"505","001430","세아베스틸지주","KOSPI","철강금속",24400,-300,-1.21,875035703600
"506","306200","세아제강","KOSPI","철강금속",143500,-300,-0.21,407009050000
"507","003030","세아제강지주","KOSPI","기타금융",219000,11500,5.54,907022883000
"508","019440","세아특수강","KOSPI","철강금속",15250,-60,-0.39,130692500000
"509","058650","세아홀딩스","KOSPI","철강금속",103000,-1700,-1.62,4.12e+11
"510","013000","세우글로벌","KOSPI","유통업",1347,-34,-2.46,38665676757
"511","091090","세원이앤씨","KOSPI","기계",1270,0,0,54838923850
"512","021820","세원정공","KOSPI","운수장비",6700,70,1.06,6.7e+10
"513","067830","세이브존I&C","KOSPI","유통업",2630,20,0.77,107937553850
"514","033530","세종공업","KOSPI","운수장비",6570,160,2.5,182783713770
"515","075580","세진중공업","KOSPI","운수장비",5560,-20,-0.36,316082975360
"516","068270","셀트리온","KOSPI","의약품",145300,-300,-0.21,21272322481000
"517","336370","솔루스첨단소재","KOSPI","전기전자",29700,0,0,1042802491500
"518","33637K","솔루스첨단소재1우","KOSPI","전기전자",6880,-20,-0.29,58171906720
"519","33637L","솔루스첨단소재2우B","KOSPI","전기전자",9330,150,1.63,17627635500
"520","248070","솔루엠","KOSPI","전기전자",31000,400,1.31,1550172081000
"521","004430","송원산업","KOSPI","화학",17900,280,1.59,4.296e+11
"522","126720","수산인더스트리","KOSPI","건설업",21300,-950,-4.27,304291800000
"523","017550","수산중공업","KOSPI","기계",2385,-30,-1.24,128754613755
"524","053210","스카이라이프","KOSPI","서비스업",6020,-140,-2.27,287888235320
"525","026890","스틱인베스트먼트","KOSPI","기타금융",6610,-70,-1.05,275492736750
"526","134790","시디즈","KOSPI","기타제조업",29500,-650,-2.16,5.9e+10
"527","016590","신대양제지","KOSPI","종이목재",5780,50,0.87,232921399600
"528","029530","신도리코","KOSPI","전기전자",32450,50,0.15,327096941050
"529","004970","신라교역","KOSPI","농업, 임업 및 어업",8470,0,0,1.3552e+11
"530","011930","신성이엔지","KOSPI","전기전자",2405,-35,-1.43,495064803155
"531","005390","신성통상","KOSPI","유통업",1962,-34,-1.7,281955861180
"532","004170","신세계","KOSPI","유통업",207500,-1000,-0.48,2042875057500
"533","035510","신세계 I&C","KOSPI","서비스업",12630,-240,-1.86,2.17236e+11
"534","034300","신세계건설","KOSPI","건설업",15920,-330,-2.03,6.368e+10
"535","031430","신세계인터내셔날","KOSPI","유통업",19080,-350,-1.8,6.81156e+11
"536","031440","신세계푸드","KOSPI","서비스업",39400,-50,-0.13,152575712000
"537","006880","신송홀딩스","KOSPI","유통업",6870,70,1.03,81264254460
"538","005800","신영와코루","KOSPI","섬유의복",9160,60,0.66,8.244e+10
"539","001720","신영증권","KOSPI","증권",56500,100,0.18,530322390500
"540","001725","신영증권우","KOSPI","증권",55000,100,0.18,387956965000
"541","009270","신원","KOSPI","섬유의복",1266,-17,-1.33,129874326696
"542","002700","신일전자","KOSPI","유통업",1809,13,0.72,128524965489
"543","002870","신풍","KOSPI","유통업",978,26,2.73,34189608600
"544","019170","신풍제약","KOSPI","의약품",16280,-420,-2.51,862595637200
"545","019175","신풍제약우","KOSPI","의약품",26250,-1100,-4.02,5.775e+10
"546","404990","신한서부티엔디리츠","KOSPI","서비스업",3260,15,0.46,182416181840
"547","293940","신한알파리츠","KOSPI","서비스업",6270,30,0.48,552387771210
"548","055550","신한지주","KOSPI","기타금융",37800,450,1.2,19486058344200
"549","004080","신흥","KOSPI","유통업",14130,20,0.14,1.34235e+11
"550","102280","쌍방울","KOSPI","섬유의복",269,0,0,70637282701
"551","003410","쌍용C&E","KOSPI","비금속광물",5740,50,0.88,2892154075300
"552","004770","써니전자","KOSPI","전기전자",2350,-10,-0.42,81885775850
"553","015540","쎌마테라퓨틱스","KOSPI","서비스업",6410,0,0,400989543110
"554","403550","쏘카","KOSPI","서비스업",12910,70,0.55,423296656070
"555","004920","씨아이테크","KOSPI","기타제조업",2000,-10,-0.5,98931592000
"556","112610","씨에스윈드","KOSPI","기계",57800,-300,-0.52,2437507093400
"557","308170","씨티알모빌리티","KOSPI","운수장비",13510,-60,-0.44,116321100000
"558","008700","아남전자","KOSPI","전기전자",1970,-14,-0.71,151935895400
"559","002790","아모레G","KOSPI","화학",31550,-700,-2.17,2601555579000
"560","00279K","아모레G3우(전환)","KOSPI","화학",21450,-550,-2.5,152127690000
"561","002795","아모레G우","KOSPI","화학",10370,-260,-2.45,66821894900
"562","090430","아모레퍼시픽","KOSPI","화학",123700,-2300,-1.83,7235554288300
"563","090435","아모레퍼시픽우","KOSPI","화학",35800,-700,-1.92,377970314000
"564","002030","아세아","KOSPI","서비스업",172100,4000,2.38,367606288400
"565","183190","아세아시멘트","KOSPI","비금속광물",10330,0,0,402437069700
"566","002310","아세아제지","KOSPI","종이목재",38950,-50,-0.13,348855752900
"567","012170","아센디오","KOSPI","서비스업",1093,93,9.3,94796574218
"568","267850","아시아나IDT","KOSPI","서비스업",11910,-10,-0.08,1.32201e+11
